feature,class
"[-2.6489059e+02  7.5589851e+01 -1.6618305e+01  6.5037088e+00
 -2.4785273e+01 -1.6544146e+01 -3.1439919e+01 -5.9892592e+00
 -2.8023365e+01 -1.2938654e+01 -2.0619709e+01 -1.1643649e+01
 -1.3745075e+01 -9.5831938e+00 -2.3561483e+01 -1.8342450e+00
 -1.6619104e+01 -5.5020013e+00 -7.5229697e+00 -1.2858020e+00
 -4.1614537e+00 -2.0656843e+00 -4.4747877e+00  6.2839932e+00
  9.4707173e-01  8.6188459e+00 -4.1750076e-01  5.0750117e+00
  3.5669878e+00  2.4858284e+00  3.5470116e+00 -1.0394496e+00
  1.9764944e+00  2.6151202e+00  3.1799161e+00  4.4466796e+00
  2.8178022e+00  2.0417988e+00  5.2614443e-02 -1.9880539e-01]",Sarah Silverman
"[-2.3262260e+02  8.6731789e+01 -3.8221897e+01  1.2557613e+00
 -1.6654568e+01 -2.7365479e+00 -2.4020994e+01 -1.9369900e+01
 -2.3479715e+01  2.7970061e+00 -2.0075886e+01  1.5591625e+00
 -8.1692362e+00  6.2687006e+00 -8.9135914e+00 -6.4342570e+00
 -5.1490693e+00 -2.2854171e+00 -1.0289892e+01 -4.3710613e+00
 -5.6852884e+00 -2.7134354e+00 -2.3831103e+00  5.5206189e+00
 -3.3987815e+00  8.9948740e+00  6.8356669e-01  2.7177763e+00
  3.2219954e+00  7.7525073e-01  5.7794027e+00  4.6451811e-02
 -3.5029835e-01 -1.7028246e+00  2.1440627e-02  2.5258281e+00
 -1.9001200e+00 -3.6005578e+00 -5.2185555e+00 -6.0475880e-01]",Sofia Franklyn
"[-3.6608646e+02  5.8300182e+01  1.8162130e+01  1.3465089e+01
  9.5953172e-01  2.7915056e+01 -2.7659510e+01 -3.9597988e+01
 -4.1692848e+01 -2.4635856e+00 -1.1980896e+01 -1.0827460e+01
 -1.3573733e+01  1.3065818e+01 -9.8524647e+00 -8.7301171e-01
 -9.2041416e+00 -4.4259301e-01 -5.5484003e-01  6.4902372e+00
 -2.8459198e+00 -3.0585148e+00  4.6318203e-01 -4.7956924e+00
 -3.4880533e+00 -3.2036552e+00 -5.2044582e-01 -6.1852865e+00
  1.5648854e-01 -3.6724634e+00 -2.3408475e+00 -2.1106241e+00
 -5.1530600e+00 -2.2602761e+00 -3.8487153e+00 -5.8967967e+00
 -3.4687324e+00 -6.3791208e+00 -4.0566669e+00 -4.2841129e+00]",Sarah Silverman
"[-4.0860965e+02  9.2394432e+01  6.4804878e+00  2.1106140e+01
  1.8395035e-01 -6.5247808e+00 -4.3141041e+00 -5.2496233e+00
 -1.7853758e+01  7.4410003e-01 -1.2444471e+01  1.7138919e+00
 -7.7084250e+00 -6.1665273e-01 -1.1001186e+00 -2.7268186e+00
 -7.2266636e+00  1.6585757e+00 -9.5043383e+00 -3.7519290e+00
 -5.0139909e+00 -4.8575864e+00 -4.3453913e+00 -6.4586062e+00
 -3.6691415e+00 -2.8870919e+00 -3.0220423e+00 -2.6703427e+00
  9.6814942e-01 -1.9439437e+00 -1.5935655e+00 -2.6954064e+00
 -3.0241339e+00 -3.0663118e-01 -6.6297048e-01 -1.5442221e+00
 -1.2964625e+00 -2.3554435e+00 -2.9052653e+00 -1.4117804e+00]",Andrew Santino
"[-3.3006314e+02  4.2127975e+01 -2.2024704e+01  6.3424749e+00
 -2.2466341e+01 -1.0246537e+01 -2.4131411e+01 -1.0558209e+01
 -1.6068005e+01 -1.0142973e+01 -1.8163599e+01 -4.0866346e+00
 -1.4517263e+01 -4.4455514e+00 -1.3136181e+01 -3.4719119e+00
 -1.0811679e+01 -4.9427023e+00 -6.3644838e+00 -1.0905893e+00
 -4.9780449e-01 -6.0543597e-01  1.2807915e+00  6.2820587e+00
  6.0476661e+00  1.3003601e+01  6.1007228e+00  3.4745147e+00
  7.7252197e-01 -7.6049083e-01  1.2478017e+00  2.4780519e+00
  8.0173856e-01  1.1586368e+00 -3.0403090e+00 -4.6641342e-03
  1.0035852e+00 -3.5127115e-01 -1.6855124e-01 -1.2988140e-01]",Sarah Silverman
"[-2.4999350e+02  8.7030586e+01 -4.6019592e+01  1.4721632e+01
 -1.5138665e+01 -1.0470433e+01 -2.4563536e+01 -1.2561759e+01
 -1.6228273e+01 -1.0734981e+00 -2.2236803e+01 -2.8358917e+00
 -9.6482162e+00 -5.3922162e+00 -9.5629139e+00 -9.2479506e+00
 -1.1552877e+01 -1.2704480e+00 -1.1098876e+01 -2.8710198e+00
 -5.5127292e+00 -6.8488245e+00 -5.3165393e+00 -1.4239136e+00
 -9.7266321e+00  3.4863014e+00 -5.7677298e+00 -2.6072544e-01
 -6.1861092e-01  2.2783644e+00  7.7162752e+00  6.6229892e+00
  7.2397623e+00  4.3398905e+00  1.3890525e+00  6.3431066e-01
  6.3539183e-01  1.1141099e-01  4.7782034e-01 -5.3454393e-01]",Sofia Franklyn
"[-3.8388422e+02  7.3387001e+01 -9.4527655e+00 -1.1901959e+00
 -6.4453225e+00 -3.0416725e+00 -5.3325567e+00  9.3343800e-01
 -6.3782401e+00 -3.1191216e+00 -7.7841663e+00 -1.0209794e+01
 -9.5933905e+00 -4.4680400e+00 -8.7513247e+00 -2.3681760e+00
 -1.6537762e+00 -5.2811260e+00 -4.7862873e+00  2.2367267e-01
 -5.3605766e+00 -5.4681258e+00 -5.8956671e+00 -4.4765306e+00
 -7.7083254e+00 -5.1472940e+00 -6.4066606e+00 -6.0339837e+00
 -2.6519959e+00 -1.3416269e+00 -2.4527051e+00 -2.3899257e+00
 -2.0069287e+00 -7.5211322e-01  9.4256061e-01  2.2388525e+00
  3.2140913e+00  2.3868380e+00 -3.0225265e-01 -1.5410532e+00]",Sarah Silverman
"[-3.00707153e+02  8.85177612e+01 -5.74804783e+00  2.67007465e+01
 -2.13327484e+01  7.93670177e+00 -2.08958206e+01 -8.00349522e+00
 -1.24021006e+01 -7.69201231e+00 -5.61671209e+00 -3.70387268e+00
 -1.73462753e+01 -2.72218347e+00 -1.33635464e+01  4.73885052e-02
 -1.48757715e+01 -2.86030984e+00 -1.28822451e+01 -7.94589949e+00
 -6.40865326e-01 -1.05685177e+01 -4.91017580e+00 -2.31857467e+00
 -6.79519701e+00 -5.29879618e+00 -6.78303862e+00 -2.84463191e+00
 -5.88767195e+00 -3.31696057e+00 -5.21556091e+00 -5.88646173e+00
 -5.60928106e+00 -3.67892051e+00 -5.26294947e+00 -2.27131367e+00
 -5.25493860e+00 -1.42625129e+00 -4.85830545e+00 -2.10993719e+00]",Sarah Silverman
"[-3.1637277e+02  9.5826180e+01  1.6779451e+01  2.7389618e+01
 -8.1915426e+00 -2.9181385e-01 -1.7748459e+01 -2.8125591e+00
 -2.0953991e+01 -1.4787592e+01 -1.0038909e+01 -8.0483437e+00
 -1.5878759e+01 -4.4998159e+00 -1.5510093e+01 -6.5380025e+00
 -1.2806322e+01 -1.0882594e+01 -1.1285347e+01 -6.5289865e+00
 -6.6839428e+00 -6.7085094e+00 -8.4157267e+00  4.1904375e-01
 -6.2323895e+00 -5.8758354e+00 -5.3876853e+00 -7.3699365e+00
 -5.5478272e+00 -3.6710608e+00 -5.7764158e+00 -3.9425108e+00
 -2.3215828e+00  5.2920997e-01  6.3236338e-01  1.5530356e+00
  2.9799731e+00  3.3381951e+00  3.1329763e+00  5.3603439e+00]",Sarah Silverman
"[-4.04558807e+02  3.54990692e+01 -2.28989506e+01  2.37319374e+00
 -2.06324348e+01 -2.28494701e+01 -1.43138943e+01 -4.18308210e+00
 -3.83770847e+00  1.10353365e+01 -3.63185740e+00  4.48786259e+00
  3.21853608e-01 -1.12394404e+00 -6.58236408e+00 -7.01699877e+00
 -7.74984980e+00  1.80954948e-01 -1.30965292e+00  6.40723944e-01
 -7.15008307e+00 -7.20319462e+00 -5.04568291e+00 -2.83359408e+00
 -1.75877142e+00 -2.18900919e+00  6.06107175e-01 -3.68167806e+00
 -6.02642202e+00 -2.41199851e+00 -2.70068669e+00 -1.55374670e+00
 -2.39136529e+00 -5.79778790e-01 -9.45326507e-01 -5.32061815e-01
 -1.97569560e-02 -6.69760227e-01  3.98468941e-01  1.19817936e+00]",Sarah Silverman
"[-2.8535870e+02  5.6839840e+01 -2.6142742e+01  2.3251219e-02
 -2.9119717e+01 -8.1105042e+00 -2.3283920e+01 -7.7702270e+00
 -2.0760160e+01 -6.9295459e+00 -1.4440695e+01 -6.1598830e+00
 -1.3438407e+01 -4.6278200e+00 -1.1741302e+01  3.2607701e+00
 -6.2853656e+00  3.6963117e+00 -4.4122243e+00  3.5782832e-01
 -3.6224294e+00 -3.4674647e+00 -4.5388002e+00  2.2187605e+00
 -6.0181565e+00 -3.8978779e-01 -2.5654695e+00  1.6906567e+00
  2.0333447e+00  1.0720341e+00  1.8723612e+00  6.3686413e-01
  2.1585178e+00  2.8282430e+00  3.7025592e-01  1.0446831e+00
 -2.0225637e+00  2.0459955e+00  6.2289464e-01  1.9788356e+00]",Sarah Silverman
"[-4.48197388e+02  7.36480560e+01  1.43136768e+01  2.06345062e+01
  4.74401206e-01  1.19380445e+01  4.48367655e-01  5.27278233e+00
 -2.24725276e-01  1.12910795e+01 -2.51563168e+00  5.36897564e+00
 -3.71815729e+00  3.36338925e+00 -1.01302147e+00  4.14037848e+00
 -2.89489913e+00  2.69805694e+00  7.79415250e-01 -1.22194672e-02
 -3.00024343e+00  4.69576836e+00 -4.06960678e+00  3.75746548e-01
 -1.66258216e+00  1.31414592e+00 -1.25085330e+00  3.75593066e-01
 -8.77708673e-01  1.23966789e+00 -3.08443010e-01  3.31337363e-01
 -6.53626204e-01  1.09796599e-01  1.85752332e-01  1.22460401e+00
  7.16215551e-01 -9.71007586e-01  1.45433545e+00  1.58799171e-01]",Bill Burr
"[-4.0557697e+02  4.9231636e+01 -9.2725544e+00  2.9446667e+01
 -5.4187427e+00 -3.0265880e+00 -1.8707319e+01 -2.9512351e+00
 -1.3125727e+01  3.8809242e+00 -2.1413378e+01  2.3500011e+00
 -7.1737871e+00 -2.5975478e+00 -3.5986924e+00 -5.1148243e+00
 -1.0272820e+01  4.4450414e-01 -6.7606220e+00 -2.9944699e+00
 -1.1074103e+01 -2.8624554e+00 -6.5873599e+00 -6.6577616e+00
 -2.8500295e+00 -5.6084089e+00 -3.3967111e+00 -7.0768604e+00
 -1.7591181e+00 -8.1541767e+00 -2.2405031e+00 -5.0539436e+00
 -4.7754426e+00 -3.8901536e+00 -2.3756428e+00 -1.1705785e+00
 -1.2541443e+00  1.2930226e+00 -2.2221031e-02  3.0671999e+00]",Andrew Santino
"[-3.51542908e+02  6.33325882e+01 -9.07530594e+00  1.84882984e+01
 -1.96612263e+01 -1.42944479e+01 -1.92508850e+01 -1.35189905e+01
 -1.19202805e+01  4.87002325e+00 -2.15338631e+01  7.66653955e-01
 -4.49909067e+00  1.19619906e+00 -7.28881264e+00 -5.83741808e+00
 -1.04126673e+01 -2.40476322e+00 -8.02817345e+00  1.34997770e-01
 -6.68489647e+00 -7.03185272e+00 -3.83064961e+00 -2.59800100e+00
 -8.18892288e+00 -2.29279971e+00 -1.11474543e+01 -4.09824181e+00
 -2.38937116e+00 -4.08309793e+00  3.19573307e+00  2.44960570e+00
  7.87649155e+00  5.52295685e+00  5.55038452e+00  4.34159994e+00
  1.75780761e+00  1.18315995e+00 -5.85255086e-01 -1.27565086e-01]",Sofia Franklyn
"[-4.95106567e+02  7.39916153e+01 -2.38183022e+01  4.09594994e+01
  1.39729643e+01  3.33643675e+00  3.09198594e+00  5.13424826e+00
 -3.78506780e+00  1.70989456e+01 -5.96169758e+00  1.23053503e+01
 -5.29680586e+00  7.30428934e+00  2.74142575e+00  1.35867906e+00
 -2.70344758e+00  1.04268506e-01 -1.74110317e+00  4.06312513e+00
  9.23170948e+00  1.60753174e+01  1.39100800e+01  9.44956875e+00
  7.01918304e-01 -1.78933465e+00 -2.15697861e+00  2.47666454e+00
  5.31860065e+00 -2.80892968e-01  5.49872398e-01 -6.38079166e-01
  9.07661676e-01  8.48961473e-01  1.99009585e+00 -3.14191866e+00
 -8.38059723e-01 -8.85737777e-01  3.12359476e+00  8.54223013e-01]",Bill Burr
"[-2.9619946e+02  9.4944412e+01 -1.3618808e+01  2.2608659e+00
 -7.2914166e+00 -1.6331142e+01 -3.3129471e+01  3.0064197e+00
 -1.9585199e+01 -3.5331044e+00 -1.7043110e+01 -9.4350986e+00
 -1.1123368e+01 -4.9706388e+00 -8.5031376e+00 -6.8352857e+00
 -8.4975071e+00 -1.2525762e+00 -7.8609858e+00 -2.0866556e+00
  8.7552685e-01 -4.1843266e+00 -5.9026999e+00  4.1342816e-01
 -5.1291566e+00 -4.8800144e+00 -4.8886504e+00 -4.8738995e+00
 -2.6333852e+00 -3.7867014e+00 -5.1220970e+00 -3.4644091e+00
 -5.2739272e+00 -4.1285176e+00 -4.2487583e+00 -2.1895275e+00
 -1.4543915e-01 -4.6163611e+00 -1.4691544e+00 -2.6240495e-01]",Sarah Silverman
"[-4.3168280e+02  6.1115009e+01 -7.2705274e+00  2.8581930e+01
  3.7532415e+00 -3.5402429e+00 -1.7323256e+01 -5.7433748e+00
 -1.0570059e+01  1.0016071e+01 -2.2332031e+01  2.9023535e+00
 -4.4486351e+00 -5.6956673e-01 -4.4683166e+00 -2.3886287e+00
 -6.6785021e+00 -9.1499698e-01 -5.6800165e+00  5.7579422e-01
 -1.0395951e+01 -6.0255200e-01 -4.4551086e+00 -5.1279678e+00
 -2.3938401e+00 -4.8893399e+00 -3.8300068e+00 -7.1370111e+00
 -1.4431071e+00 -8.0782156e+00 -1.5001971e+00 -4.4780927e+00
 -3.1620882e+00 -1.1153764e+00 -1.9710448e+00 -6.0252142e-01
 -2.8371019e+00 -1.0251248e+00 -2.1072891e+00 -1.1670005e-01]",Andrew Santino
"[-2.6007391e+02  5.6151260e+01 -2.9192865e+01  1.0180787e+01
 -2.8620800e+01 -5.3642988e+00 -3.4592140e+01 -1.5940465e+01
 -2.1870546e+01 -9.8036690e+00 -2.0972837e+01 -4.0474310e+00
 -1.9177938e+01 -5.7304149e+00 -1.8265947e+01 -5.4172583e+00
 -1.6635550e+01 -7.6228633e+00 -1.3216252e+01 -7.3145604e+00
 -4.6971593e+00 -3.3281708e+00 -2.2217610e+00  7.9609857e+00
 -7.5531703e-01  7.3871937e+00  1.8110718e-01  5.6051979e+00
  6.1020594e+00  4.7637882e+00  4.5803318e+00  3.0974312e+00
  4.0224113e+00  8.1818962e+00  7.3630610e+00  4.6054549e+00
  2.6935582e+00  2.1966012e+00  1.8708313e+00  1.8582033e+00]",Sarah Silverman
"[-267.6207       60.96691     -26.514032     22.752012    -21.903883
  -17.369905    -22.492748    -14.140032    -16.246239     -0.9859015
  -22.931107     -4.204715    -18.792994      9.036554    -11.100222
   -2.7861526    -5.3882213    -1.3222718    -2.9912152     3.356777
    0.56185466    2.7126915    -2.0581825     4.5066648    -4.0717616
   -1.421692     -2.4324806    -0.9749232    -1.6249802    -3.290558
   -5.1607714    -5.807962     -2.107138     -2.78426      -4.6788316
   -3.6206408    -2.1419716     0.7633013    -0.3558406    -0.67792594]",Sofia Franklyn
"[-3.6120526e+02  5.2738331e+01 -9.5552750e+00  2.5305681e+01
 -4.0465732e+00 -2.0488260e+00 -1.7945978e+01 -4.7532349e+00
 -1.7270477e+01  9.9485664e+00 -2.2212347e+01  6.8110971e+00
 -1.2278067e+01 -1.0394173e+00 -5.4171772e+00 -4.8626704e+00
 -8.3512011e+00 -1.5106874e+00 -7.6470122e+00 -1.3699996e+00
 -9.9408121e+00 -3.4541705e+00 -5.7338724e+00 -5.8237085e+00
 -2.5540094e+00 -6.7786894e+00 -2.8977160e+00 -7.0889096e+00
 -8.4756154e-01 -4.2864118e+00 -3.2182293e+00 -1.9054246e-01
 -3.8957350e+00  7.4931264e-02 -3.0538182e+00 -7.3692882e-01
 -2.9538431e+00 -9.5485622e-01 -5.7644027e-01  1.7754157e+00]",Andrew Santino
"[-4.1042584e+02  7.1207184e+01 -7.1537858e-01  2.4297428e+01
 -1.0443109e+01 -1.6628026e+00 -2.0527111e+01 -8.0100899e+00
 -1.3325018e+01 -1.1048850e+01 -7.1058722e+00 -7.0680327e+00
 -1.0267794e+01 -8.7678843e+00 -1.1863729e+01 -4.9068503e+00
 -1.2521258e+01 -5.5915523e+00 -1.1656176e+01 -4.5725007e+00
 -7.0389314e+00 -4.7782845e+00 -5.4313464e+00 -2.6234925e-01
 -1.9416882e+00 -3.4049001e+00 -1.7833685e+00 -7.0387244e+00
 -2.9683471e+00 -6.5168953e+00 -2.8780575e+00 -4.2491803e+00
 -4.7434025e+00 -8.6874413e-01 -1.4380624e+00 -9.3861097e-01
  1.8728619e-02 -1.7040762e+00 -1.6334990e+00 -1.6274205e+00]",Sarah Silverman
"[-3.0259705e+02  9.9070000e+01 -4.8526926e+00  3.1890266e+01
 -5.4548055e-01 -1.8397206e+00 -3.3457632e+00 -2.1086718e-01
 -1.0599498e+01  1.8836707e+00 -1.3615417e+01  9.0287390e+00
 -9.9256086e+00  1.1998436e+00  5.3764302e-01  8.9136377e-02
 -5.9598489e+00  5.0560856e+00 -5.4156094e+00  3.2199404e+00
 -6.4006543e+00  1.5877709e-01 -3.8459980e+00 -3.4533906e+00
 -1.4808704e+00 -1.1566690e+00 -2.9571745e+00 -3.8294353e+00
 -7.8177077e-01 -1.7770665e+00 -1.0029322e+00 -4.1943589e-01
 -2.9301198e+00 -2.1109133e+00 -2.9019477e+00 -5.0170784e+00
 -1.1923971e+00 -8.1237227e-01  2.0117157e+00  4.1237826e+00]",Bill Burr
"[-2.65246246e+02  6.72864304e+01 -2.56119385e+01  3.42306213e+01
 -1.63447189e+01 -1.75529041e+01 -2.20964546e+01 -1.24190035e+01
 -1.27358789e+01 -5.18506098e+00 -2.12182503e+01 -2.00282979e+00
 -1.33206062e+01  3.70857906e+00 -1.25787773e+01 -6.76986408e+00
 -9.81658363e+00 -6.23758125e+00 -7.19888163e+00 -2.22716379e+00
 -3.94537449e+00 -3.98706269e+00 -1.71274841e+00  3.56362534e+00
 -4.06645632e+00  3.67764616e+00 -2.75327158e+00  2.19968390e+00
  1.59061885e+00 -1.00242198e+00 -2.38657027e-01 -4.18181753e+00
 -1.00168037e+00 -4.84199572e+00 -5.23297691e+00 -4.17018795e+00
 -4.33669758e+00 -1.93474746e+00 -2.27237678e+00 -5.71662545e-01]",Sofia Franklyn
"[-2.1562482e+02  6.1570827e+01 -3.2988686e+01  2.9336384e+01
 -1.7698324e+01 -2.9531414e+01 -2.3840910e+01 -8.3743238e+00
 -2.2488083e+01  3.9156964e+00 -3.1252184e+01  3.1592140e+00
 -1.9769768e+01  3.1207652e+00 -1.6019609e+01 -8.9701738e+00
 -1.0017039e+01 -5.7449770e+00 -5.4399467e+00  4.5761027e+00
 -8.2967243e+00  6.6450006e-01 -6.6177636e-02  1.1152432e+01
  2.8563461e+00  7.6823645e+00 -1.4120197e+00 -5.0214118e-01
 -4.9999797e-01  1.1502657e-02  3.4733822e+00 -3.5977430e+00
 -2.1586314e-01 -4.4019265e+00 -2.4955826e+00 -9.6348298e-01
 -3.6332119e+00 -5.3860861e-01 -3.3631203e+00 -3.4515522e+00]",Sofia Franklyn
"[-3.00980804e+02  6.63082581e+01 -1.33314466e+01  8.73065472e+00
 -3.12495766e+01 -6.62934208e+00 -2.65246506e+01 -1.41426640e+01
 -1.74430714e+01 -1.13063965e+01 -1.48091612e+01  9.20385301e-01
 -1.48232927e+01 -1.59171748e+00 -1.42268591e+01 -1.23691812e-01
 -9.03081989e+00  1.24322248e+00 -4.51396132e+00 -9.49371338e-01
 -5.19043303e+00 -8.65223026e+00 -5.42515469e+00 -2.83647633e+00
 -5.83387566e+00 -2.39089519e-01 -6.32908058e+00 -1.85359943e+00
 -5.53857136e+00 -2.21425033e+00 -3.51454234e+00 -4.31372595e+00
 -5.55436492e-01 -2.14437842e-01  3.41779089e+00  4.96590376e+00
  4.67973232e+00  7.30348158e+00  5.26003170e+00  6.43345404e+00]",Sarah Silverman
"[-3.3499969e+02  7.0235008e+01 -5.0868630e+00  4.1970459e+01
 -7.4811616e+00  1.5442674e+01 -1.2607010e+01 -8.6974835e-01
 -1.3313898e+01  1.8545161e-01 -1.7077494e+01  1.0656084e+01
 -1.4240903e+01  5.0963445e+00 -4.6443048e+00  2.4546437e+00
 -7.0448923e+00  4.8459954e+00 -5.9389887e+00  3.9791908e+00
 -9.7020922e+00  4.0052142e+00 -5.6178069e+00 -2.0866241e+00
 -1.4625517e+00 -2.1573370e+00 -3.6680005e+00  1.1328513e-01
 -8.5359615e-01  5.4184425e-01  8.8852113e-01  5.3210970e-02
 -1.7389324e+00  6.2183827e-01 -2.5642052e+00  3.1996623e-02
  6.5605366e-01 -1.5479591e-01  1.5455849e+00 -1.9959444e+00]",Bill Burr
"[-4.2664777e+02  1.2501368e+01 -3.7682335e+00  1.3683975e+01
 -8.4585743e+00 -2.9756460e+00 -2.1790173e+01 -5.8334250e+00
 -1.4508789e+01 -7.5330076e+00 -8.5902910e+00 -3.1296837e+00
 -1.0550723e+01 -6.4778173e-01 -1.0121684e+01 -1.8169174e+00
 -1.0396629e+01 -1.2011164e+00 -1.0767581e+01 -1.0223445e+00
 -6.7084904e+00 -3.7326081e+00 -2.7388465e+00  2.5052438e+00
 -2.6565678e+00  2.6317294e+00 -1.7972559e+00 -3.1768146e-01
  1.8969481e+00  2.3306496e+00  8.4109144e+00  8.1952724e+00
  5.7057385e+00  8.2601452e+00  1.1932678e+00  3.3332665e+00
 -1.3714194e-01  4.4249833e-01  6.0014558e-01 -3.6959919e-01]",Sarah Silverman
"[-3.5759570e+02  6.7496773e+01 -2.5507740e+01  1.9823030e+01
 -1.8163420e+01 -1.4067403e+01 -2.1071062e+01 -6.9454489e+00
 -1.0409757e+01 -8.9461832e+00  7.6683202e+00 -7.9242120e+00
 -8.6575451e+00  3.1200254e+00 -1.7805557e+00 -4.3180509e+00
 -5.9046779e+00 -4.8093700e+00 -7.5350857e+00 -4.5051260e+00
 -6.5508685e+00 -2.5346630e+00 -4.7549653e+00  1.4913743e+00
 -4.5618805e-01 -3.8961043e+00  1.4811320e+00  1.0662694e+00
 -9.7930342e-01 -2.1600246e+00 -4.2983007e-01 -1.6316719e+00
  9.1919914e-02  1.2946745e+00  8.9258498e-01  1.7362653e+00
  2.2278657e+00  1.7026426e+00  5.9979308e-01  6.0175931e-01]",Sarah Silverman
"[-332.16217     118.72621       0.56930006   41.077553      9.273147
    3.76558     -18.082571    -10.354855    -12.027537      3.3166149
  -22.029314      8.981361    -10.428637     -1.9410022    -5.1976852
   -0.63555783   -9.195226      2.7804413    -7.010105      0.66480374
   -9.111267     -2.86872      -4.3151455    -5.683881     -4.1032863
   -1.8073617    -5.8606033    -4.075436     -2.0724125    -3.090124
   -2.5131228    -3.0499148    -4.787121     -1.7068903    -3.776115
   -4.685948     -1.468173     -4.7014914    -0.9936543    -2.7049212 ]",Bill Burr
"[-4.2538715e+02  7.5555916e+01  1.8217915e+01  5.2718140e+01
  6.4947233e+00  1.6041294e+01 -2.0392305e+01  6.2236309e+00
 -6.8483400e+00  7.6096249e+00 -1.3046884e+01  1.4835546e+01
 -1.0444782e+01  1.1082298e+01 -1.3184711e+00  8.2357817e+00
 -5.3293018e+00  8.2009478e+00 -5.3076653e+00  4.1661124e+00
 -8.2948895e+00  6.1125307e+00 -7.6949224e+00  1.6061461e+00
 -2.0051694e+00  1.0208247e+00 -2.5007794e+00 -1.3448443e+00
  1.6154097e+00 -3.7165627e-02 -1.9470476e+00 -8.2156613e-02
  4.7269449e-01  3.6459669e-01 -3.6403608e-01  2.0017567e+00
 -1.7499096e+00  9.6079791e-01  1.5793522e-01  5.7043701e-01]",Bill Burr
"[-3.8212802e+02  7.0564522e+01 -2.6946337e+00  2.6219038e+01
  9.6847713e-02  1.1461803e+00 -4.3806329e+00  4.5350471e+00
 -7.9271989e+00  1.2395449e+01 -6.6410136e+00  6.3133512e+00
 -5.2266555e+00  5.2959247e+00 -6.1718607e+00 -1.7894163e+00
 -6.4158359e+00 -2.4412086e+00 -5.3171573e+00 -3.0082705e+00
 -7.2365618e+00 -1.1612462e+00 -7.5963621e+00 -3.7934532e+00
 -3.2615578e+00 -4.7826390e+00 -4.3606105e+00 -4.0739908e+00
 -4.8964906e+00 -4.0960178e+00 -2.9039512e+00 -3.6548073e+00
 -4.2150669e+00 -3.1763132e+00 -3.0728581e+00 -2.7952120e+00
 -1.7299625e+00 -2.6849136e+00 -2.0711718e+00 -2.0751009e+00]",Andrew Santino
"[-3.7810687e+02  1.0882108e+02 -1.3394634e+01  3.4672604e+01
 -1.1934788e+00  1.8580801e+00 -5.9373474e+00 -7.0099573e+00
 -3.3529789e+00  9.3666763e+00 -1.3003806e+01  1.2674160e+01
 -1.0121348e+01  2.8440287e+00  1.0083874e+00 -5.9070420e-01
 -8.2772141e+00  4.4859748e+00 -7.1144872e+00  2.0028484e-01
 -7.4517112e+00  4.2497845e+00 -4.4303217e+00 -1.3063179e+00
 -2.0520627e-01 -2.3898937e-01 -2.9851971e+00 -2.7867332e+00
  3.5489166e-01 -1.5793245e+00 -5.4685378e-01 -1.1225104e+00
 -2.1769388e+00 -3.1146584e-02 -2.1877890e+00 -1.9508097e-01
 -1.9054054e+00 -3.1542418e+00 -1.0060074e+00 -2.0552936e+00]",Bill Burr
"[-245.13092     107.895515     -9.040575     30.624683      0.39142147
    0.9317914   -13.969394     -5.752268    -19.539246     13.924538
  -23.041967     10.284968    -16.212511      3.4653423    -5.87235
   -5.5963354   -12.37592       2.019442    -14.510454      1.1689168
  -11.099221     -1.6440425    -6.8083763    -6.00524      -4.39119
   -7.3319426    -5.9680686    -7.7618713    -5.9448886    -6.905306
   -4.8222866    -4.405727     -4.936235     -2.6149156    -5.5664377
   -3.7907202    -4.937115     -5.681423     -4.7189407    -5.108947  ]",Andrew Santino
"[-4.0161209e+02  4.9924397e+01 -3.8497784e+00  3.5963524e+01
  2.5775697e+00 -1.1413350e+00 -2.9098843e+01 -1.0383092e+01
 -1.1636281e+01  1.0779774e+01 -3.0984488e+01  2.8563762e-01
 -6.2918191e+00  9.1219389e-01 -1.2670873e+01  2.7863908e-01
 -9.7037687e+00 -3.2518868e+00 -3.6832724e+00 -2.6755042e+00
 -1.7240107e+01  3.2837789e+00 -1.0642463e+01 -7.0617466e+00
 -9.3748039e-01 -8.2350922e+00 -1.7956731e+00 -8.7093143e+00
 -2.3129995e+00 -6.0468502e+00 -3.1809676e+00 -5.6370215e+00
 -6.1024637e+00 -1.1792165e+00 -8.6226530e+00 -2.3934972e+00
 -6.6887970e+00 -2.1577201e+00 -3.6891251e+00 -3.1488848e-01]",Andrew Santino
"[-337.33252     111.21037     -17.481066     15.846371      7.1846266
   -5.92939       1.0371972     1.3603239   -14.823036     -6.890182
  -11.260247     -6.9604335    -6.3986225   -12.346844     -8.181322
   -0.46179777  -15.512743     -2.2294421    -7.3071275    -2.7517037
  -10.976509     -6.1587043    -7.224765     -7.632509     -7.072869
   -7.8797956    -5.172372     -5.685926     -5.1405354    -6.3018975
   -4.5001       -6.604773     -5.332331     -5.9131236    -5.78942
   -4.6322556    -3.8043134    -4.619817     -3.8590307    -5.241814  ]",Sarah Silverman
